sggCd,gu,contract_month,avg_sale_price,med_sale_price,avg_sale_price_per_m2,med_sale_price_per_m2,sale_count,avg_jeonse_deposit,med_jeonse_deposit,avg_jeonse_deposit_per_m2,med_jeonse_deposit_per_m2,jeonse_count,total_rent_count,monthly_count,monthly_ratio,jeonse_rate,gap_rate,sale_growth_1m,jeonse_growth_1m,growth_gap_1m,sale_volume_growth_1m,rent_volume_growth_1m
11305,강북구,2025-07,63488.50574712644,67000.0,894.2399128891223,888.3084489310885,87,39190.56428571429,40000.0,557.6034005379408,531.2555339118115,140,268,128,0.47761194029850745,0.6235501150205076,0.3764498849794924,-0.060370319335723455,0.0501191462920636,-0.11048946562778705,-0.5139664804469274,0.21266968325791846
11305,강북구,2025-08,59469.78723404255,62000.0,917.0825128760922,907.7967910995411,94,40533.05825242718,42000.0,570.6667245636792,531.2555339118115,103,222,119,0.536036036036036,0.6222632277372652,0.37773677226273483,0.025544151695454653,0.023427626182221273,0.0021165255132333805,0.08045977011494254,-0.17164179104477617
11305,강북구,2025-09,65058.916666666664,67500.0,942.8225145715768,944.2705714764538,120,37129.126760563384,37900.0,554.0845843644398,519.5240489358137,142,277,135,0.48736462093862815,0.5876870522297811,0.4123129477702189,0.028067269121467175,-0.029057485718862797,0.05712475484032997,0.27659574468085113,0.24774774774774766
11305,강북구,2025-10,67385.36585365854,70700.0,992.5319613293354,995.0,123,39667.74257425743,40000.0,554.3805867315692,529.9105040037682,101,190,89,0.46842105263157896,0.5585518737241131,0.4414481262758869,0.052724076896219385,0.0005342187375037,0.052189858158715685,0.02499999999999991,-0.3140794223826715
11305,강북구,2025-11,62649.31506849315,65000.0,939.8692257973244,874.8317631224764,73,39967.7,42750.0,557.455166385299,530.1830869484979,110,222,112,0.5045045045045045,0.5931199267774621,0.40688007322253794,-0.053058982061875315,0.005545972797958765,-0.05860495485983408,-0.4065040650406504,0.16842105263157903
11305,강북구,2025-12,66602.56410256411,68500.0,919.4963339667557,917.7453115568844,117,44678.245614035084,45575.0,641.2189089337447,608.9483938614924,114,284,170,0.5985915492957746,0.6973588531533264,0.30264114684667365,-0.021676304821328318,0.15026094939902368,-0.171937254220352,0.6027397260273972,0.2792792792792793
11305,강북구,2026-01,69367.6,67500.0,953.989011664852,983.6612204068023,125,43599.2,44050.0,635.7648977809923,623.6027767972703,120,251,131,0.5219123505976095,0.6664279043125334,0.3335720956874666,0.03751257772751848,-0.00850569294941983,0.04601827067693831,0.06837606837606836,-0.1161971830985915
11305,강북구,2026-02,70591.25,72750.0,956.8502014042053,919.7394344225165,160,45007.29807692308,45000.0,614.2010542045771,565.3943764216297,104,236,132,0.559322033898305,0.6418988607654774,0.3581011392345226,0.002999185215309952,-0.033917952456449574,0.036917137671759526,0.28,-0.05976095617529875
11305,강북구,2026-03,71769.06474820143,71500.0,947.4340928916575,891.6150246616922,139,41006.47899159664,43000.0,629.4437032427375,589.2057506481264,119,239,120,0.502092050209205,0.6643667437822681,0.3356332562177319,-0.009840734211822744,0.024817034965692875,-0.03465776917751562,-0.13124999999999998,0.012711864406779627
11305,강북구,2026-04,74177.96610169491,75000.0,996.4192966471894,958.2335096142532,118,45027.98095238095,45700.0,653.3445974094036,600.6006006006006,105,192,87,0.453125,0.6556924375188399,0.3443075624811601,0.0517030198966395,0.0379714564519984,0.013731563444641104,-0.15107913669064743,-0.19665271966527198
